Conc1	3.4E-09	
Start1	813.82	
Stop1	5313.63	
Kobs	1.06132293861068E-05	
Error Kobs	9.00665991572662E-05	
Koff	0.00471693121618008	
Error Koff	NaN	
Time1	Data1	Fit1	
904.82	0.01471917	0.01619076	
905.02	0.01492215	0.0162222	
905.22	0.01484129	0.01625361	
905.42	0.01521388	0.01628501	
905.62	0.0147394	0.01631638	
905.82	0.01445717	0.01634773	
906.02	0.0142668	0.01637905	
906.22	0.01485984	0.01641035	
906.42	0.01505841	0.01644163	
906.62	0.01543205	0.01647289	
906.82	0.01567333	0.01650412	
907.02	0.01596341	0.01653532	
907.22	0.01587115	0.01656651	
907.42	0.01587278	0.01659767	
907.62	0.01598504	0.01662881	
907.82	0.01580109	0.01665992	
908.02	0.01600318	0.01669101	
908.22	0.01627144	0.01672208	
908.42	0.01611218	0.01675313	
908.62	0.01579102	0.01678415	
908.82	0.0164551	0.01681515	
909.02	0.01694045	0.01684613	
909.22	0.0166487	0.01687708	
909.42	0.01670928	0.01690801	
909.62	0.01627345	0.01693891	
909.82	0.01653099	0.0169698	
910.02	0.01646202	0.01700066	
910.22	0.01682966	0.0170315	
910.42	0.01644201	0.01706231	
910.62	0.01675392	0.0170931	
910.82	0.01653964	0.01712387	
911.02	0.01633817	0.01715462	
911.22	0.01628922	0.01718534	
911.42	0.01702908	0.01721604	
911.62	0.01730409	0.01724672	
911.82	0.01750487	0.01727738	
912.02	0.01768753	0.01730801	
912.22	0.0177666	0.01733862	
912.42	0.01819711	0.0173692	
912.62	0.01806662	0.01739977	
912.82	0.01833247	0.01743031	
913.02	0.01767363	0.01746083	
913.22	0.01762445	0.01749132	
913.42	0.01764776	0.01752179	
913.62	0.01767938	0.01755224	
913.82	0.017585	0.01758267	
914.02	0.01720316	0.01761308	
914.22	0.01730667	0.01764346	
914.42	0.01762352	0.01767382	
914.62	0.01763208	0.01770415	
914.82	0.01730315	0.01773447	
915.02	0.01736743	0.01776476	
915.22	0.01753834	0.01779503	
915.42	0.01808871	0.01782528	
915.62	0.01762965	0.0178555	
915.82	0.01742004	0.0178857	
916.02	0.0183731	0.01791588	
916.22	0.01855723	0.01794604	
916.42	0.01919046	0.01797617	
916.62	0.01963976	0.01800629	
916.82	0.01965903	0.01803638	
917.02	0.01968361	0.01806644	
917.22	0.02014961	0.01809649	
917.42	0.02022398	0.01812651	
917.62	0.0202829	0.01815651	
917.82	0.0198972	0.01818649	
918.02	0.01986566	0.01821645	
918.22	0.01989073	0.01824638	
918.42	0.01985362	0.01827629	
918.62	0.01892548	0.01830618	
918.82	0.0189309	0.01833605	
919.02	0.01874636	0.01836589	
919.22	0.01833307	0.01839571	
919.42	0.01834531	0.01842551	
919.62	0.0180588	0.01845529	
919.82	0.01788138	0.01848505	
920.02	0.01783979	0.01851478	
920.22	0.01751355	0.0185445	
920.42	0.01738463	0.01857419	
920.62	0.01704701	0.01860385	
920.82	0.01694839	0.0186335	
921.02	0.01667083	0.01866312	
921.22	0.01703525	0.01869273	
921.42	0.01713283	0.0187223	
921.62	0.01733059	0.01875186	
921.82	0.01774155	0.0187814	
922.02	0.01827048	0.01881091	
922.22	0.0183121	0.01884041	
922.42	0.0189347	0.01886988	
922.62	0.019179	0.01889932	
922.82	0.01977856	0.01892875	
923.02	0.01992027	0.01895816	
923.22	0.02019488	0.01898754	
923.42	0.02052368	0.0190169	
923.62	0.02026447	0.01904624	
923.82	0.01969606	0.01907556	
924.02	0.01925213	0.01910485	
924.22	0.01890356	0.01913413	
924.42	0.01846134	0.01916338	
924.62	0.01809421	0.01919261	
924.82	0.01838613	0.01922182	
925.02	0.01808208	0.01925101	
925.22	0.01870438	0.01928017	
925.42	0.01868868	0.01930932	
925.62	0.0190398	0.01933844	
925.82	0.01955816	0.01936754	
926.02	0.0196358	0.01939662	
926.22	0.01983874	0.01942568	
926.42	0.02050238	0.01945471	
926.62	0.02059287	0.01948373	
926.82	0.02066484	0.01951272	
927.02	0.02094067	0.01954169	
927.22	0.02136419	0.01957064	
927.42	0.0213965	0.01959957	
927.62	0.0210906	0.01962848	
927.82	0.02124819	0.01965737	
928.02	0.02108112	0.01968623	
928.22	0.02073823	0.01971507	
928.42	0.02100296	0.0197439	
928.62	0.02119691	0.0197727	
928.82	0.0214018	0.01980147	
929.02	0.02115152	0.01983023	
929.22	0.0210696	0.01985897	
929.42	0.02048779	0.01988768	
929.62	0.02036982	0.01991638	
929.82	0.01994882	0.01994505	
930.02	0.01968777	0.0199737	
930.22	0.01978677	0.02000233	
930.42	0.01962172	0.02003094	
930.62	0.01924032	0.02005953	
930.82	0.01899126	0.0200881	
931.02	0.01899418	0.02011664	
931.22	0.01914758	0.02014517	
931.42	0.01898801	0.02017367	
931.62	0.01907165	0.02020215	
931.82	0.01959365	0.02023061	
932.02	0.01916116	0.02025905	
932.22	0.01962388	0.02028747	
932.42	0.02011933	0.02031587	
932.62	0.02053165	0.02034425	
932.82	0.02060417	0.0203726	
933.02	0.02079451	0.02040094	
933.22	0.02056535	0.02042925	
933.42	0.02081673	0.02045755	
933.62	0.02094994	0.02048582	
933.82	0.02082713	0.02051407	
934.02	0.02116265	0.0205423	
934.22	0.02153279	0.02057051	
934.42	0.02100391	0.0205987	
934.62	0.02079401	0.02062687	
934.82	0.02070748	0.02065501	
935.02	0.02093512	0.02068314	
935.22	0.02097841	0.02071124	
935.42	0.02098398	0.02073933	
935.62	0.02113435	0.02076739	
935.82	0.02111356	0.02079544	
936.02	0.02085147	0.02082346	
936.22	0.02107497	0.02085146	
936.42	0.02154496	0.02087944	
936.62	0.02196821	0.0209074	
936.82	0.02188521	0.02093534	
937.02	0.02155453	0.02096326	
937.22	0.02158061	0.02099116	
937.42	0.02187726	0.02101904	
937.62	0.02199746	0.02104689	
937.82	0.02208844	0.02107473	
938.02	0.02188168	0.02110255	
938.22	0.02190361	0.02113034	
938.42	0.02136223	0.02115812	
938.62	0.02133097	0.02118587	
938.82	0.0211257	0.0212136	
939.02	0.02087422	0.02124132	
939.22	0.02054558	0.02126901	
939.42	0.02041682	0.02129668	
939.62	0.02042842	0.02132434	
939.82	0.02019984	0.02135197	
940.02	0.02046589	0.02137958	
940.22	0.0208907	0.02140717	
940.42	0.02118338	0.02143474	
940.62	0.02072077	0.02146229	
940.82	0.02075742	0.02148982	
941.02	0.02093833	0.02151733	
941.22	0.02145579	0.02154482	
941.42	0.02143426	0.02157229	
941.62	0.0212712	0.02159974	
941.82	0.020839	0.02162716	
942.02	0.02071949	0.02165457	
942.22	0.02075493	0.02168196	
942.42	0.02052834	0.02170933	
942.62	0.02055497	0.02173668	
942.82	0.02033173	0.021764	
943.02	0.02067661	0.02179131	
943.22	0.02068074	0.0218186	
943.42	0.02057473	0.02184586	
943.62	0.02092523	0.02187311	
943.82	0.02108979	0.02190034	
944.02	0.02135659	0.02192754	
944.22	0.02163559	0.02195473	
944.42	0.0209769	0.0219819	
944.62	0.02101242	0.02200904	
944.82	0.02126083	0.02203617	
945.02	0.02119182	0.02206328	
945.22	0.02109278	0.02209036	
945.42	0.0213633	0.02211743	
945.62	0.02097303	0.02214448	
945.82	0.02079594	0.0221715	
946.02	0.02110179	0.02219851	
946.22	0.02123683	0.0222255	
946.42	0.02170434	0.02225246	
946.62	0.02246209	0.02227941	
946.82	0.02259209	0.02230634	
947.02	0.02291824	0.02233325	
947.22	0.02286805	0.02236013	
947.42	0.02304414	0.022387	
947.62	0.02340116	0.02241385	
947.82	0.02328858	0.02244068	
948.02	0.02318033	0.02246749	
948.22	0.02320324	0.02249427	
948.42	0.0223616	0.02252104	
948.62	0.02261497	0.02254779	
948.82	0.02256955	0.02257452	
949.02	0.02216435	0.02260123	
949.22	0.02216418	0.02262792	
949.42	0.02271464	0.02265459	
949.62	0.02219951	0.02268124	
949.82	0.02219503	0.02270788	
950.02	0.02247573	0.02273449	
950.22	0.02254387	0.02276108	
950.42	0.02249795	0.02278765	
950.62	0.02296726	0.02281421	
950.82	0.02264851	0.02284074	
951.02	0.0229221	0.02286725	
951.22	0.02278566	0.02289375	
951.42	0.02279963	0.02292022	
951.62	0.02322734	0.02294668	
951.82	0.02341917	0.02297311	
952.02	0.02367705	0.02299953	
952.22	0.02368583	0.02302593	
952.42	0.02363189	0.0230523	
952.62	0.02422539	0.02307866	
952.82	0.0244823	0.023105	
953.02	0.02430523	0.02313132	
953.22	0.02523622	0.02315762	
953.42	0.02551705	0.0231839	
953.62	0.02552484	0.02321016	
953.82	0.025742	0.02323641	
954.02	0.02594593	0.02326263	
954.22	0.02599498	0.02328883	
954.42	0.02561823	0.02331502	
954.62	0.02562177	0.02334118	
954.82	0.02496857	0.02336733	
955.02	0.02523327	0.02339346	
955.22	0.02490374	0.02341956	
955.42	0.02555187	0.02344565	
955.62	0.02591489	0.02347172	
955.82	0.02532172	0.02349777	
956.02	0.02499527	0.0235238	
956.22	0.02479726	0.02354981	
956.42	0.02447632	0.02357581	
956.62	0.02435079	0.02360178	
956.82	0.02422115	0.02362773	
957.02	0.02378284	0.02365367	
957.22	0.02357658	0.02367959	
957.42	0.02365151	0.02370548	
957.62	0.02406995	0.02373136	
957.82	0.02410506	0.02375722	
958.02	0.02395756	0.02378306	
958.22	0.02386418	0.02380888	
958.42	0.02340541	0.02383469	
958.62	0.02382806	0.02386047	
958.82	0.02396952	0.02388623	
959.02	0.02437375	0.02391198	
959.22	0.02463888	0.02393771	
959.42	0.0247552	0.02396341	
959.62	0.02430152	0.0239891	
959.82	0.02395248	0.02401477	
960.02	0.02421933	0.02404042	
960.22	0.02455897	0.02406606	
960.42	0.02481536	0.02409167	
960.62	0.02534949	0.02411726	
960.82	0.02530169	0.02414284	
961.02	0.02532124	0.0241684	
961.22	0.02532778	0.02419394	
961.42	0.02651509	0.02421946	
961.62	0.02667564	0.02424496	
961.82	0.02671126	0.02427044	
962.02	0.02670518	0.0242959	
962.22	0.02681435	0.02432135	
962.42	0.02712219	0.02434678	
962.62	0.02731019	0.02437218	
962.82	0.02661172	0.02439757	
963.02	0.02632011	0.02442294	
963.22	0.02637652	0.0244483	
963.42	0.02592771	0.02447363	
963.62	0.02547338	0.02449894	
963.82	0.02511155	0.02452424	
964.02	0.02469766	0.02454952	
964.22	0.02453015	0.02457478	
964.42	0.0244566	0.02460002	
964.62	0.0235694	0.02462524	
964.82	0.02312855	0.02465044	
965.02	0.02341786	0.02467563	
965.22	0.02352002	0.0247008	
965.42	0.02401743	0.02472594	
965.62	0.02388383	0.02475107	
965.82	0.02391002	0.02477619	
966.02	0.0241395	0.02480128	
966.22	0.02433556	0.02482635	
966.42	0.02461983	0.02485141	
966.62	0.02436028	0.02487645	
966.82	0.02422764	0.02490147	
967.02	0.024966	0.02492647	
967.22	0.02536086	0.02495145	
967.42	0.02542095	0.02497642	
967.62	0.02554439	0.02500137	
967.82	0.02528482	0.02502629	
968.02	0.02480257	0.0250512	
968.22	0.02489374	0.0250761	
968.42	0.0250178	0.02510097	
968.62	0.02505286	0.02512582	
968.82	0.02560977	0.02515066	
969.02	0.02541664	0.02517548	
969.22	0.025596	0.02520028	
969.42	0.02567877	0.02522506	
969.62	0.02562799	0.02524983	
969.82	0.02546471	0.02527458	
