Conc1	5.5E-07	
Start1	799.84	
Stop1	5299.64	
Kobs		
Error Kobs		
Koff		
Error Koff		
Time1	Data1	Fit1	
939.44	0.01127834		
939.64	0.01120841		
939.84	0.01091654		
940.04	0.01087445		
940.24	0.01066517		
940.44	0.01062814		
940.64	0.01056022		
940.84	0.01050331		
941.04	0.01007723		
941.24	0.01009099		
941.44	0.0101642		
941.64	0.01035335		
941.84	0.01043642		
942.04	0.01019675		
942.24	0.0100748		
942.44	0.01043947		
942.64	0.01034226		
942.84	0.01007971		
943.04	0.00988495		
943.24	0.01015724		
943.44	0.00988643		
943.64	0.0096846		
943.84	0.00991096		
944.04	0.01005142		
944.24	0.01030738		
944.44	0.01067412		
944.64	0.01090397		
944.84	0.01110632		
945.04	0.01095992		
945.24	0.01143227		
945.44	0.01133563		
945.64	0.01131413		
945.84	0.01131055		
946.04	0.01108012		
946.24	0.01099599		
946.44	0.01115699		
946.64	0.0108947		
946.84	0.01057083		
947.04	0.01050802		
947.24	0.01030682		
947.44	0.0097729		
947.64	0.00927897		
947.84	0.00916929		
948.04	0.00867912		
948.24	0.00865249		
948.44	0.008565		
948.64	0.00833927		
948.84	0.0083603		
949.04	0.00815644		
949.24	0.00803341		
949.44	0.00784906		
949.64	0.00804851		
949.84	0.0078631		
950.04	0.00786255		
950.24	0.00792101		
950.44	0.00809473		
950.64	0.00814342		
950.84	0.0081993		
951.04	0.00845959		
951.24	0.00819037		
951.44	0.00815539		
951.64	0.00851879		
951.84	0.00878772		
952.04	0.00884637		
952.24	0.00884421		
952.44	0.00873966		
952.64	0.00880111		
952.84	0.00871727		
953.04	0.00866968		
953.24	0.00860539		
953.44	0.00844462		
953.64	0.00877919		
953.84	0.00847878		
954.04	0.0086916		
954.24	0.00840026		
954.44	0.00849279		
954.64	0.00836008		
954.84	0.00854602		
955.04	0.00853186		
955.24	0.00867352		
955.44	0.00926351		
955.64	0.00931327		
955.84	0.0089724		
956.04	0.00855783		
956.24	0.00834553		
956.44	0.00819822		
956.64	0.00817581		
956.84	0.00808551		
957.04	0.00834886		
957.24	0.00832548		
957.44	0.0085814		
957.64	0.00916482		
957.84	0.0091675		
958.04	0.00965057		
958.24	0.00954754		
958.44	0.00973696		
958.64	0.00963688		
958.84	0.00977707		
959.04	0.00975289		
959.24	0.01015289		
959.44	0.0099098		
959.64	0.0094265		
959.84	0.00922369		
960.04	0.00922745		
960.24	0.00926453		
960.44	0.0091448		
960.64	0.00920769		
960.84	0.00889394		
961.04	0.0085783		
961.24	0.00848231		
961.44	0.0087496		
961.64	0.00876272		
961.84	0.00887721		
962.04	0.00879298		
962.24	0.00865778		
962.44	0.00870352		
962.64	0.00870239		
962.84	0.00913566		
963.04	0.00956378		
963.24	0.00966469		
963.44	0.00995641		
963.64	0.00999353		
963.84	0.00999825		
964.04	0.01040364		
964.24	0.01004299		
964.44	0.01007178		
964.64	0.01011561		
964.84	0.00983223		
965.04	0.00970279		
965.24	0.01001463		
965.44	0.00991669		
965.64	0.00978713		
965.84	0.00982072		
966.04	0.00970738		
966.24	0.00972372		
966.44	0.00974452		
966.64	0.00992837		
966.84	0.01010673		
967.04	0.01004864		
967.24	0.01002325		
967.44	0.0103393		
967.64	0.00962468		
967.84	0.00928085		
968.04	0.00920585		
968.24	0.00899584		
968.44	0.00920887		
968.64	0.00913258		
968.84	0.0091082		
969.04	0.00925787		
969.24	0.00953626		
969.44	0.00937988		
969.64	0.00960114		
969.84	0.00955795		
970.04	0.00955713		
970.24	0.00966287		
970.44	0.01004081		
970.64	0.01022023		
970.84	0.01012578		
971.04	0.01048473		
971.24	0.01050649		
971.44	0.01051657		
971.64	0.01021377		
971.84	0.01001979		
972.04	0.01031221		
972.24	0.01040817		
972.44	0.0105336		
972.64	0.01038924		
972.84	0.01038091		
973.04	0.01039071		
973.24	0.01019117		
973.44	0.00999999		
973.64	0.00990999		
973.84	0.00980258		
974.04	0.00993539		
974.24	0.00990225		
974.44	0.01006461		
974.64	0.00998349		
974.84	0.00969597		
975.04	0.00962581		
975.24	0.00919839		
975.44	0.00928537		
975.64	0.00934633		
975.84	0.00918871		
976.04	0.0095014		
976.24	0.0092836		
976.44	0.0092952		
976.64	0.00930224		
976.84	0.00923617		
977.04	0.00921511		
977.24	0.00899151		
977.44	0.00927948		
977.64	0.00933849		
977.84	0.009412		
978.04	0.00935671		
978.24	0.00917755		
978.44	0.00911064		
978.64	0.00884022		
978.84	0.00848615		
979.04	0.00852401		
979.24	0.00865946		
979.44	0.00869308		
979.64	0.00872892		
979.84	0.00839635		
980.04	0.00871142		
980.24	0.0085751		
980.44	0.00854408		
980.64	0.00887944		
980.84	0.00849356		
981.04	0.00853065		
981.24	0.00856508		
981.44	0.00876219		
981.64	0.00848171		
981.84	0.00861362		
982.04	0.00840679		
982.24	0.00830677		
982.44	0.00859721		
982.64	0.0083828		
982.84	0.00851294		
983.04	0.00871862		
983.24	0.00878159		
983.44	0.00871764		
983.64	0.00892595		
983.84	0.00853547		
984.04	0.00890853		
984.24	0.00855011		
984.44	0.00848808		
984.64	0.00831542		
984.84	0.00796275		
985.04	0.00798119		
985.24	0.00796139		
985.44	0.00779053		
985.64	0.00792369		
985.84	0.00824396		
986.04	0.00803144		
986.24	0.0083358		
986.44	0.00877082		
986.64	0.00862262		
986.84	0.00911768		
987.04	0.00943913		
987.24	0.00978641		
987.44	0.0102299		
987.64	0.01028983		
987.84	0.00998669		
988.04	0.01037969		
988.24	0.01020422		
988.44	0.00995084		
988.64	0.00960528		
988.84	0.00946455		
989.04	0.00928796		
989.24	0.00935699		
989.44	0.009245		
989.64	0.0089118		
989.84	0.00896456		
990.04	0.00874599		
990.24	0.00859951		
990.44	0.00862015		
990.64	0.00845487		
990.84	0.0086378		
991.04	0.00844969		
991.24	0.00843336		
991.44	0.00836524		
991.64	0.00815112		
991.84	0.0083162		
992.04	0.00857784		
992.24	0.008511		
992.44	0.00842365		
992.64	0.0086402		
992.84	0.00861744		
993.04	0.00895698		
993.24	0.00908219		
993.44	0.00915011		
993.64	0.0093297		
993.84	0.00998941		
994.04	0.01003261		
994.24	0.00986302		
994.44	0.00979575		
994.64	0.00953066		
994.84	0.00924452		
995.04	0.00869603		
995.24	0.00843965		
995.44	0.00826563		
995.64	0.00802309		
995.84	0.00796622		
996.04	0.00782903		
996.24	0.00762838		
996.44	0.00773619		
996.64	0.0074799		
996.84	0.00750904		
997.04	0.00759972		
997.24	0.00754099		
997.44	0.00779646		
997.64	0.00830249		
997.84	0.00812012		
998.04	0.00789673		
998.24	0.00794456		
998.44	0.00789185		
998.64	0.00811596		
998.84	0.00821279		
999.04	0.00827076		
999.24	0.00831072		
999.44	0.00833775		
999.64	0.00848145		
999.84	0.00887889		
1000.04	0.00959105		
1000.24	0.00985899		
1000.44	0.01022465		
1000.64	0.01037745		
1000.84	0.01020923		
1001.04	0.00990325		
1001.24	0.00972355		
1001.44	0.00972898		
1001.64	0.00954705		
1001.84	0.00891014		
1002.04	0.00905365		
1002.24	0.00885511		
1002.44	0.00847435		
1002.64	0.00842256		
1002.84	0.00806814		
1003.04	0.00780954		
1003.24	0.00751684		
1003.44	0.0072674		
1003.64	0.00719898		
1003.84	0.00737501		
1004.04	0.00771666		
1004.24	0.00757983		
1004.44	0.00768883		
1004.64	0.00789572		
1004.84	0.00762223		
1005.04	0.00788576		
1005.24	0.00821619		
1005.44	0.00854218		
1005.64	0.00880785		
1005.84	0.00893126		
1006.04	0.00874288		
1006.24	0.00865633		
1006.44	0.00858019		
1006.64	0.0087919		
1006.84	0.00881492		
1007.04	0.0087663		
1007.24	0.0084874		
1007.44	0.0083094		
1007.64	0.00839385		
1007.84	0.00870356		
1008.04	0.00891934		
1008.24	0.00898477		
1008.44	0.00929668		
1008.64	0.00948778		
1008.84	0.00956324		
1009.04	0.00948304		
1009.24	0.00954786		
1009.44	0.00951453		
1009.64	0.00951385		
1009.84	0.00931741		
1010.04	0.00915346		
1010.24	0.00922341		
1010.44	0.00904154		
1010.64	0.00899536		
1010.84	0.00898344		
1011.04	0.00890923		
1011.24	0.00865985		
1011.44	0.00872448		
1011.64	0.00868731		
1011.84	0.00872574		
1012.04	0.00895491		
1012.24	0.00869824		
1012.44	0.00840757		
1012.64	0.00840782		
1012.84	0.0083359		
1013.04	0.00816274		
1013.24	0.00838688		
1013.44	0.00818575		
1013.64	0.00789632		
1013.84	0.00790192		
1014.04	0.00763935		
1014.24	0.00707182		
1014.44	0.00718329		
1014.64	0.00711516		
1014.84	0.00740373		
1015.04	0.00737898		
1015.24	0.00738634		
1015.44	0.00749423		
1015.64	0.0079289		
1015.84	0.00851011		
1016.04	0.00890668		
1016.24	0.00869863		
1016.44	0.00871123		
1016.64	0.00920098		
1016.84	0.00944978		
1017.04	0.00945312		
1017.24	0.0094444		
1017.44	0.00919182		
1017.64	0.00900205		
1017.84	0.00884171		
1018.04	0.00862473		
1018.24	0.00835187		
1018.44	0.00857981		
1018.64	0.00815696		
1018.84	0.00841495		
1019.04	0.00851027		
1019.24	0.00883982		
1019.44	0.0092638		
1019.64	0.00971102		
1019.84	0.00981031		
1020.04	0.00960779		
