Conc1	5.5E-07	
Start1	799.84	
Stop1	5299.64	
Kobs		
Error Kobs		
Koff		
Error Koff		
Time1	Data1	Fit1	
946.44	0.01222946		
946.64	0.01280248		
946.84	0.01325808		
947.04	0.01362322		
947.24	0.01403256		
947.44	0.01388238		
947.64	0.01397475		
947.84	0.01404032		
948.04	0.01435363		
948.24	0.01408089		
948.44	0.01389803		
948.64	0.01365067		
948.84	0.01334271		
949.04	0.01304635		
949.24	0.0129032		
949.44	0.01276131		
949.64	0.01287627		
949.84	0.01300116		
950.04	0.0128336		
950.24	0.012711		
950.44	0.01261486		
950.64	0.01313845		
950.84	0.01349937		
951.04	0.01388936		
951.24	0.01405717		
951.44	0.01438229		
951.64	0.01450856		
951.84	0.01466333		
952.04	0.01441051		
952.24	0.01403572		
952.44	0.01405241		
952.64	0.01374043		
952.84	0.01359348		
953.04	0.01336051		
953.24	0.01314646		
953.44	0.01331368		
953.64	0.01293563		
953.84	0.01282154		
954.04	0.01266284		
954.24	0.01235396		
954.44	0.01262965		
954.64	0.01292312		
954.84	0.01312127		
955.04	0.01299827		
955.24	0.01302535		
955.44	0.01318259		
955.64	0.01277746		
955.84	0.01266615		
956.04	0.01265701		
956.24	0.01255505		
956.44	0.01244272		
956.64	0.01244287		
956.84	0.01273188		
957.04	0.01267983		
957.24	0.01283389		
957.44	0.01250996		
957.64	0.01280605		
957.84	0.01276745		
958.04	0.01285946		
958.24	0.01268472		
958.44	0.0131555		
958.64	0.01331164		
958.84	0.01322718		
959.04	0.01320281		
959.24	0.01335232		
959.44	0.01377734		
959.64	0.01386161		
959.84	0.01408615		
960.04	0.01403547		
960.24	0.01401604		
960.44	0.0139775		
960.64	0.01375464		
960.84	0.01365249		
961.04	0.01335409		
961.24	0.01322282		
961.44	0.01276465		
961.64	0.01282916		
961.84	0.01247754		
962.04	0.01233901		
962.24	0.01218265		
962.44	0.0120625		
962.64	0.01197156		
962.84	0.01197289		
963.04	0.01210513		
963.24	0.01229339		
963.44	0.01298164		
963.64	0.01263172		
963.84	0.01275825		
964.04	0.01297913		
964.24	0.01305607		
964.44	0.01306863		
964.64	0.01288429		
964.84	0.01327456		
965.04	0.01322088		
965.24	0.0131824		
965.44	0.01318107		
965.64	0.0130338		
965.84	0.01310269		
966.04	0.01286587		
966.24	0.01301021		
966.44	0.01344791		
966.64	0.01352408		
966.84	0.0133721		
967.04	0.01320579		
967.24	0.01312056		
967.44	0.01319502		
967.64	0.01274686		
967.84	0.01335894		
968.04	0.01355396		
968.24	0.0133601		
968.44	0.01345982		
968.64	0.01356574		
968.84	0.01352768		
969.04	0.01305662		
969.24	0.01286824		
969.44	0.01277933		
969.64	0.01259581		
969.84	0.01256694		
970.04	0.01263951		
970.24	0.01300137		
970.44	0.01286392		
970.64	0.0123283		
970.84	0.01211276		
971.04	0.01180104		
971.24	0.01153777		
971.44	0.01165893		
971.64	0.01204242		
971.84	0.01244233		
972.04	0.01262928		
972.24	0.01289613		
972.44	0.01283886		
972.64	0.0127771		
972.84	0.0122053		
973.04	0.01216598		
973.24	0.01228045		
973.44	0.01246892		
973.64	0.01260083		
973.84	0.01260548		
974.04	0.01274015		
974.24	0.01255255		
974.44	0.01212446		
974.64	0.01209746		
974.84	0.01168518		
975.04	0.01142217		
975.24	0.01132792		
975.44	0.01121811		
975.64	0.01111956		
975.84	0.01121237		
976.04	0.01153232		
976.24	0.01185918		
976.44	0.01204343		
976.64	0.0120047		
976.84	0.01238611		
977.04	0.01291947		
977.24	0.01360938		
977.44	0.01418258		
977.64	0.01438929		
977.84	0.01471048		
978.04	0.01468962		
978.24	0.01466742		
978.44	0.01474192		
978.64	0.01466624		
978.84	0.0141287		
979.04	0.01384911		
979.24	0.01343148		
979.44	0.01305644		
979.64	0.01293153		
979.84	0.01312944		
980.04	0.01281579		
980.24	0.01303046		
980.44	0.012935		
980.64	0.01290504		
980.84	0.01302544		
981.04	0.01274145		
981.24	0.01341179		
981.44	0.01361311		
981.64	0.01372583		
981.84	0.01358799		
982.04	0.01315956		
982.24	0.01293049		
982.44	0.01294601		
982.64	0.01276726		
982.84	0.01261012		
983.04	0.0122974		
983.24	0.01242445		
983.44	0.01236721		
983.64	0.01252302		
983.84	0.01214962		
984.04	0.01182968		
984.24	0.01211369		
984.44	0.01234016		
984.64	0.01257183		
984.84	0.01252632		
985.04	0.01288414		
985.24	0.01345184		
985.44	0.01327799		
985.64	0.01321017		
985.84	0.0128228		
986.04	0.01262896		
986.24	0.01249304		
986.44	0.01260343		
986.64	0.01243951		
986.84	0.01259848		
987.04	0.01255973		
987.24	0.01259476		
987.44	0.01220406		
987.64	0.01251083		
987.84	0.0122251		
988.04	0.01233071		
988.24	0.01248866		
988.44	0.01247715		
988.64	0.01236701		
988.84	0.01207563		
989.04	0.01174439		
989.24	0.01117639		
989.44	0.01085707		
989.64	0.01048416		
989.84	0.01016409		
990.04	0.01001056		
990.24	0.0099727		
